time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-28 00:00:00+00:00,11,5,1,1
2026-04-29 00:00:00+00:00,39,10,0,0
2026-04-30 00:00:00+00:00,34,12,2,2
2026-05-01 00:00:00+00:00,26,8,0,0
2026-05-02 00:00:00+00:00,26,9,1,1
2026-05-03 00:00:00+00:00,36,13,3,3
2026-05-04 00:00:00+00:00,4,3,4,1
2026-05-05 00:00:00+00:00,50,16,1,1
2026-05-06 00:00:00+00:00,12,6,1,1
2026-05-07 00:00:00+00:00,10,4,1,1
2026-05-08 00:00:00+00:00,15,7,1,1
2026-05-09 00:00:00+00:00,56,10,0,0
2026-05-10 00:00:00+00:00,7,3,1,1
2026-05-11 00:00:00+00:00,23,6,1,1
